Player,Event,AheadCS@15%,CSD@15,GD@15,XPD@15,FB_Participation%,FB_Victim%,DPM,DMG%,KA_PM,SoloKills,Pentakills,VSPM,WPM,VWPM,WCPM,matched_event,Position
113,ALL,22.0,-5.4,-155.0,-467.0,33.0,0.0,302.1,16.0,0.24,1,0.0,1.15,0.28,0.28,0.23,,Jungle
113,LEC Summer 2023,22.0,-5.4,-155.0,-467.0,33.0,0.0,302.1,16.0,0.24,1,0.0,1.15,0.28,0.28,0.23,LEC 2023 Summer Season,Jungle
113,LEC Spring Groups 2023,0.0,-23.0,-1010.0,-953.0,43.0,43.0,336.9,15.0,0.3,0,0.0,1.11,0.24,0.23,0.21,LEC 2023 Spring Groups,Jungle
113,LEC Spring Season 2023,11.0,-16.4,-139.0,-495.0,44.0,11.0,339.0,16.0,0.37,0,0.0,1.64,0.5,0.35,0.28,LEC 2023 Spring Season,Jungle
113,LEC Winter Groups 2023,25.0,-8.9,-248.0,-151.0,13.0,25.0,280.4,13.0,0.3,1,0.0,1.6,0.22,0.24,0.45,LEC 2023 Winter Groups,Jungle
113,LEC Winter 2023,22.0,-11.4,-176.0,-429.0,67.0,11.0,263.2,13.0,0.25,2,0.0,1.33,0.27,0.28,0.32,LEC 2023 Winter Groups,Jungle
113,LFL Summer Playoffs 2022,25.0,-11.8,-799.0,-794.0,0.0,25.0,285.6,13.0,0.21,0,0.0,1.69,0.25,0.25,0.52,LFL 2022 Summer Playoffs,Jungle
113,LFL Summer 2022,33.0,-7.3,-116.0,-172.0,22.0,17.0,288.0,12.0,0.26,2,0.0,1.21,0.32,0.29,0.3,LFL 2022 Summer,Jungle
113,EM Spring 2022,25.0,-9.5,227.0,-282.0,60.0,5.0,296.3,13.0,0.44,3,0.0,1.33,0.34,0.3,0.37,EM 2022 Spring Main Event,Jungle
113,EM Spring Play-In 2022,13.0,-13.8,-152.0,-806.0,50.0,13.0,373.8,15.0,0.48,3,0.0,1.16,0.42,0.26,0.23,EM 2022 Spring Play-In,Jungle
113,LFL Spring Playoffs 2022,57.0,0.3,-291.0,-138.0,29.0,14.0,264.9,14.0,0.21,0,0.0,1.17,0.33,0.3,0.25,LFL 2022 Spring Playoffs,Jungle
113,LFL Spring 2022,39.0,-3.0,48.0,-272.0,44.0,17.0,296.6,15.0,0.3,1,0.0,1.25,0.39,0.28,0.27,LFL 2022 Spring,Jungle
113,EM Summer 2021,30.0,-4.9,-705.0,-414.0,40.0,0.0,429.8,20.0,0.31,1,0.0,1.24,0.37,0.36,0.26,EM 2021 Summer Main Event,Jungle
113,LVP Summer Playoffs 2021,46.0,-5.9,287.0,-132.0,62.0,8.0,429.1,21.0,0.38,2,0.0,1.15,0.36,0.29,0.25,LVP SL 2021 Summer Playoffs,Jungle
113,LVP SL Summer 2021,17.0,-8.7,-251.0,-461.0,44.0,11.0,360.7,17.0,0.23,2,0.0,1.41,0.52,0.37,0.32,LVP SL 2021 Summer,Jungle
Elyoya,ALL,69.0,5.8,-292.0,145.0,15.0,15.0,277.3,12.0,0.24,2,0.0,1.66,0.45,0.33,0.38,,Jungle
Elyoya,LEC Summer Groups 2023,50.0,5.5,-476.0,76.0,25.0,0.0,163.2,8.0,0.17,0,0.0,1.7,0.53,0.32,0.39,LEC 2023 Summer Groups,Jungle
Elyoya,LEC Summer 2023,78.0,5.9,-210.0,176.0,11.0,22.0,327.9,14.0,0.27,2,0.0,1.65,0.41,0.33,0.37,LEC 2023 Summer Season,Jungle
Elyoya,MSI 2023,17.0,-4.2,-73.0,-162.0,83.0,0.0,304.5,16.0,0.29,2,0.0,1.3,0.48,0.22,0.22,MSI 2023,Jungle
Elyoya,LEC Spring Playoffs 2023,36.0,-2.4,404.0,99.0,36.0,0.0,279.1,13.0,0.38,1,0.0,1.53,0.36,0.31,0.4,LEC 2023 Spring Playoffs,Jungle
Elyoya,LEC Spring Groups 2023,57.0,0.4,-134.0,-37.0,29.0,14.0,284.2,12.0,0.44,1,0.0,1.55,0.3,0.32,0.42,LEC 2023 Spring Groups,Jungle
Elyoya,LEC Spring Season 2023,60.0,0.6,-59.0,-26.0,30.0,10.0,326.6,13.0,0.3,1,0.0,1.58,0.44,0.33,0.37,LEC 2023 Spring Season,Jungle
Elyoya,LEC Winter Playoffs 2023,83.0,9.2,247.0,225.0,33.0,17.0,375.2,15.0,0.33,4,0.0,1.57,0.31,0.27,0.43,LEC 2023 Winter Playoffs,Jungle
Elyoya,LEC Winter Groups 2023,57.0,2.9,213.0,-59.0,43.0,0.0,405.1,16.0,0.4,0,0.0,1.72,0.45,0.31,0.43,LEC 2023 Winter Groups,Jungle
Elyoya,LEC Winter 2023,56.0,0.7,140.0,-48.0,33.0,0.0,276.4,12.0,0.34,0,0.0,2.07,0.59,0.31,0.5,LEC 2023 Winter Groups,Jungle
Elyoya,World Championship Play-In 2022,83.0,9.9,401.0,297.0,67.0,17.0,300.1,15.0,0.33,2,0.0,1.66,0.32,0.31,0.57,Worlds 2022 Play-In,Jungle
Elyoya,LEC Summer Playoffs 2022,78.0,10.2,346.0,149.0,33.0,0.0,280.8,14.0,0.24,0,0.0,1.45,0.34,0.34,0.48,LEC 2022 Summer Playoffs,Jungle
Elyoya,LEC Summer 2022,83.0,8.3,277.0,252.0,44.0,6.0,288.0,14.0,0.32,0,0.0,1.56,0.41,0.4,0.5,LEC 2022 Summer,Jungle
Elyoya,LEC Spring 2022,78.0,10.6,412.0,399.0,56.0,0.0,322.9,18.0,0.31,1,0.0,1.55,0.38,0.37,0.46,LEC 2022 Spring,Jungle
Elyoya,Worlds 2021,55.0,2.2,-106.0,40.0,9.0,0.0,258.2,14.0,0.28,1,0.0,1.51,0.39,0.36,0.45,Worlds 2021 Main Event,Jungle
Elyoya,LEC Summer Playoffs 2021,27.0,-6.1,-156.0,-186.0,55.0,9.0,363.9,16.0,0.43,1,0.0,1.29,0.45,0.4,0.36,LEC 2021 Summer Playoffs,Jungle
Elyoya,LEC Summer 2021,67.0,3.9,-82.0,-17.0,22.0,6.0,347.7,16.0,0.34,3,0.0,1.36,0.38,0.32,0.34,LEC 2021 Summer,Jungle
Elyoya,MSI 2021,62.0,-0.6,11.0,-92.0,33.0,14.0,294.6,14.0,0.33,3,0.0,1.48,0.49,0.32,0.38,MSI 2021,Jungle
Elyoya,LEC Spring Playoffs 2021,54.0,3.5,-68.0,-24.0,46.0,15.0,284.9,14.0,0.38,0,0.0,1.51,0.45,0.36,0.44,LEC 2021 Spring Playoffs,Jungle
Elyoya,LEC Spring 2021,67.0,6.2,333.0,245.0,39.0,0.0,373.2,19.0,0.34,2,0.0,1.4,0.43,0.33,0.35,LEC 2021 Spring,Jungle
Elyoya,Iberian Cup 2020,100.0,27.8,679.0,1433.0,25.0,0.0,488.1,22.0,0.33,1,0.0,2.15,0.54,0.21,0.66,Coupe de France 2022,Jungle
Elyoya,LVP SLO Summer Playoffs 2020,83.0,7.5,833.0,810.0,67.0,0.0,421.4,18.0,0.54,2,0.0,1.65,0.37,0.35,0.48,LVP SLO 2020 Summer Playoffs,Jungle
Elyoya,EM Summer 2020,43.0,-1.7,-273.0,-137.0,57.0,14.0,424.8,19.0,0.34,0,0.0,1.39,0.39,0.31,0.36,EM 2020 Summer Main Event,Jungle
Elyoya,LVP SLO Summer 2020,77.0,23.4,857.0,1014.0,78.0,6.0,367.3,18.0,0.44,4,0.0,1.68,0.34,0.31,0.5,LVP SLO 2020 Summer,Jungle
Elyoya,EM Spring 2020,77.0,11.7,311.0,448.0,31.0,8.0,295.6,15.0,0.3,0,0.0,1.47,0.24,0.26,0.44,EM 2020 Spring Main Event,Jungle
Elyoya,LVP SLO Spring 2020,62.0,3.5,341.0,272.0,45.0,7.0,311.3,15.0,0.29,8,0.0,1.92,0.65,0.32,0.49,LVP SLO 2020 Spring,Jungle
Caps,ALL,72.0,7.6,421.0,318.0,22.0,11.0,626.6,25.0,0.38,3,1.0,0.98,0.27,0.06,0.26,,Middle
Caps,LEC Summer Playoffs 2023,60.0,1.6,-33.0,120.0,40.0,0.0,693.5,26.0,0.45,1,0.0,0.98,0.25,0.08,0.23,LEC 2022 Summer Playoffs,Middle
Caps,LEC Summer Groups 2023,50.0,-1.0,310.0,12.0,0.0,25.0,798.8,31.0,0.46,0,1.0,0.95,0.21,0.07,0.21,LEC 2023 Summer Groups,Middle
Caps,LEC Summer 2023,89.0,14.8,723.0,564.0,22.0,11.0,512.9,22.0,0.3,2,0.0,0.98,0.3,0.03,0.3,LEC 2023 Summer Season,Middle
Caps,MSI 2023,27.0,-5.7,-476.0,-264.0,13.0,27.0,452.2,21.0,0.37,3,0.0,0.84,0.25,0.04,0.15,MSI 2023,Middle
Caps,LEC Spring Playoffs 2023,60.0,4.6,90.0,-9.0,20.0,20.0,479.4,23.0,0.25,2,0.0,1.05,0.3,0.06,0.26,LEC 2023 Spring Playoffs,Middle
Caps,LEC Spring Groups 2023,63.0,0.9,-91.0,0.0,0.0,13.0,415.6,19.0,0.27,1,0.0,1.39,0.28,0.1,0.28,LEC 2023 Spring Groups,Middle
Caps,LEC Spring Season 2023,56.0,-2.4,152.0,93.0,11.0,11.0,655.9,25.0,0.39,8,0.0,0.98,0.31,0.09,0.18,LEC 2023 Spring Season,Middle
Caps,LEC Winter Playoffs 2023,14.0,-12.3,354.0,-185.0,14.0,29.0,501.8,21.0,0.38,6,0.0,1.34,0.29,0.09,0.32,LEC 2023 Winter Playoffs,Middle
Caps,LEC Winter Groups 2023,20.0,-10.2,-88.0,27.0,40.0,20.0,657.6,24.0,0.49,2,0.0,0.97,0.26,0.09,0.23,LEC 2023 Winter Groups,Middle
Caps,LEC Winter 2023,33.0,-5.0,276.0,134.0,11.0,11.0,494.4,21.0,0.32,1,0.0,1.08,0.31,0.1,0.16,LEC 2023 Winter Groups,Middle
Caps,Worlds 2022,33.0,1.2,-328.0,217.0,0.0,0.0,423.7,24.0,0.19,1,0.0,0.65,0.29,0.12,0.17,Worlds 2022 Play-In,Middle
Caps,LEC Summer Playoffs 2022,50.0,0.5,92.0,-123.0,20.0,10.0,608.0,26.0,0.31,3,0.0,0.95,0.31,0.12,0.19,LEC 2022 Summer Playoffs,Middle
Caps,LEC Summer 2022,50.0,0.7,-1.0,-129.0,22.0,22.0,644.9,29.0,0.33,6,0.0,1.0,0.38,0.08,0.24,LEC 2022 Summer,Middle
Caps,MSI 2022,67.0,0.8,185.0,-8.0,19.0,5.0,486.9,26.0,0.33,14,0.0,1.06,0.43,0.11,0.23,MSI 2022,Middle
Caps,LEC Spring Playoffs 2022,56.0,-2.3,195.0,-118.0,25.0,6.0,556.2,28.0,0.36,4,0.0,1.19,0.45,0.13,0.28,LEC 2022 Spring,Middle
Caps,LEC Spring 2022,56.0,-2.9,209.0,-61.0,33.0,0.0,456.3,25.0,0.29,6,0.0,1.08,0.39,0.15,0.17,LEC 2022 Spring,Middle
Caps,LEC Summer Playoffs 2021,44.0,6.2,-207.0,71.0,11.0,33.0,505.1,26.0,0.28,2,0.0,0.92,0.35,0.15,0.2,LEC 2021 Summer Playoffs,Middle
Caps,LEC Summer 2021,56.0,4.3,255.0,280.0,28.0,22.0,458.7,23.0,0.3,7,0.0,1.08,0.4,0.18,0.19,LEC 2021 Summer,Middle
Caps,LEC Spring Playoffs 2021,31.0,-3.8,76.0,-213.0,15.0,8.0,605.0,32.0,0.3,1,0.0,1.02,0.41,0.14,0.18,LEC 2021 Spring Playoffs,Middle
Caps,LEC Spring 2021,44.0,4.2,365.0,164.0,17.0,6.0,572.4,27.0,0.34,6,0.0,1.0,0.37,0.11,0.16,LEC 2021 Spring,Middle
Caps,Worlds 2020,50.0,-3.3,-129.0,58.0,29.0,7.0,555.2,26.0,0.36,3,0.0,0.92,0.33,0.15,0.17,Worlds 2020 Main Event,Middle
Caps,LEC Summer Playoffs 2020,59.0,3.5,181.0,-60.0,24.0,12.0,560.7,27.0,0.35,12,0.0,1.13,0.37,0.12,0.18,LEC 2020 Summer Playoffs,Middle
Caps,LEC Summer 2020,61.0,2.3,384.0,98.0,22.0,0.0,574.9,29.0,0.33,6,0.0,1.01,0.4,0.14,0.19,LEC 2020 Summer,Middle
Caps,LEC Spring Playoffs 2020,43.0,-4.9,-3.0,-323.0,25.0,6.0,750.5,33.0,0.43,3,1.0,1.06,0.35,0.14,0.29,LEC 2020 Spring Playoffs,Middle
Caps,LEC Spring 2020,50.0,-1.5,86.0,384.0,50.0,6.0,627.5,27.0,0.48,5,0.0,0.99,0.32,0.09,0.24,LEC 2020 Spring,Middle
Caps,Worlds 2019,78.0,6.8,200.0,133.0,22.0,6.0,426.4,25.0,0.27,10,0.0,0.96,0.43,0.15,0.18,Worlds 2019 Main Event,Middle
Caps,LEC Summer Playoffs 2019,40.0,-2.5,96.0,199.0,20.0,0.0,520.0,26.0,0.34,7,0.0,0.87,0.44,0.15,0.12,LEC 2019 Summer Playoffs,Middle
Caps,NA-EU Rift Rivals 2019,50.0,-7.5,514.0,-413.0,25.0,0.0,519.5,25.0,0.4,0,0.0,0.86,0.36,0.07,0.19,Worlds 2019 Main Event,Middle
Caps,LEC Summer 2019,67.0,7.3,1042.0,569.0,33.0,17.0,599.1,27.0,0.42,23,0.0,0.82,0.36,0.09,0.18,LEC 2019 Summer,Middle
Caps,MSI 2019,53.0,-2.5,217.0,114.0,6.0,11.0,553.5,29.0,0.35,13,1.0,0.91,0.42,0.12,0.22,MSI 2019 Main Event,Middle
Caps,LEC Spring Playoffs 2019,50.0,-18.3,67.0,-194.0,33.0,0.0,485.9,24.0,0.45,3,0.0,1.01,0.43,0.1,0.27,LEC 2019 Spring Playoffs,Middle
Caps,LEC Spring 2019,61.0,3.2,186.0,-23.0,11.0,11.0,550.4,26.0,0.35,12,0.0,1.09,0.46,0.17,0.22,LEC 2019 Spring,Middle
Caps,Worlds 2018,41.0,-4.2,-9.0,-44.0,29.0,12.0,415.4,21.0,0.3,10,0.0,1.2,0.45,0.17,0.24,Worlds 2018 Main Event,Middle
Caps,EU LCS Summer Playoffs 2018,50.0,2.6,157.0,-34.0,13.0,13.0,609.8,32.0,0.31,3,0.0,1.31,0.44,0.12,0.27,EU LCS 2018 Summer Playoffs,Middle
Caps,NA LCS-EULCS Rift-Rivals 2018,80.0,34.6,1261.0,1007.0,20.0,0.0,614.8,29.0,0.41,2,0.0,1.08,0.4,0.09,0.23,EU LCS 2018 Summer,Middle
Caps,EU LCS Summer 2018,61.0,23.2,805.0,975.0,28.0,6.0,559.2,31.0,0.35,14,0.0,1.26,0.45,0.11,0.26,EU LCS 2018 Summer,Middle
Caps,MSI 2018,71.0,7.1,458.0,348.0,29.0,7.0,578.7,31.0,0.23,4,0.0,1.14,0.52,0.11,0.24,MSI 2018 Main Event,Middle
Caps,EU LCS Spring Playoffs 2018,57.0,6.4,404.0,626.0,14.0,0.0,662.6,30.0,0.35,4,0.0,0.96,0.49,0.1,0.15,EU LCS 2018 Spring Playoffs,Middle
Caps,EU LCS Spring 2018,44.0,-1.6,82.0,-75.0,28.0,17.0,659.1,33.0,0.21,3,0.0,1.08,0.46,0.1,0.29,EU LCS 2018 Spring,Middle
Caps,Worlds 2017,33.0,-1.4,45.0,-34.0,50.0,0.0,573.5,31.0,0.18,1,0.0,,0.45,0.1,0.13,Worlds 2017 Main Event,Middle
Caps,World Championship Play-In 2017,86.0,15.0,770.0,588.0,14.0,14.0,671.7,34.0,0.31,1,0.0,,0.45,0.13,0.17,Worlds 2017 Play-In,Middle
Caps,EU LCS Regional Qualifiers 2017,33.0,-11.7,-45.0,87.0,0.0,0.0,606.4,30.0,0.25,1,0.0,,0.45,0.09,0.13,EU Regional Finals 2017,Middle
Caps,EU LCS Summer Playoffs 2017,44.0,2.1,-110.0,-85.0,11.0,22.0,507.5,28.0,0.21,0,0.0,,0.49,0.13,0.13,EU LCS 2017 Summer Playoffs,Middle
Caps,EU-NA Rift Rivals 2017,33.0,-6.2,-616.0,-509.0,33.0,33.0,505.9,33.0,0.18,0,0.0,,0.48,0.11,0.13,EU LCS 2017 Summer,Middle
Caps,EU LCS Summer 2017,52.0,2.3,170.0,219.0,31.0,7.0,682.4,33.0,0.32,11,0.0,,0.5,0.14,0.19,EU LCS 2017 Summer,Middle
Caps,EU LCS Spring Playoffs 2017,40.0,-0.9,-1.0,57.0,10.0,10.0,462.2,25.0,0.25,5,0.0,,0.47,0.12,0.16,EU LCS 2017 Spring Playoffs,Middle
Caps,EU LCS Spring 2017,54.0,-1.2,-12.0,11.0,25.0,11.0,481.5,26.0,0.22,18,0.0,,0.55,0.2,0.18,EU LCS 2017 Spring,Middle
Razork,ALL,67.0,6.3,530.0,230.0,60.0,7.0,430.7,18.0,0.37,2,0.0,1.62,0.32,0.3,0.44,,Jungle
Razork,LEC Summer Groups 2023,67.0,3.0,105.0,-43.0,67.0,0.0,403.9,17.0,0.33,1,0.0,1.74,0.33,0.28,0.51,LEC 2023 Summer Groups,Jungle
Razork,LEC Summer 2023,67.0,8.6,813.0,412.0,56.0,11.0,448.5,19.0,0.4,1,0.0,1.55,0.31,0.32,0.4,LEC 2023 Summer Season,Jungle
Razork,LEC Spring Groups 2023,83.0,13.0,132.0,403.0,33.0,0.0,440.2,19.0,0.4,0,0.0,1.49,0.29,0.21,0.29,LEC 2023 Spring Groups,Jungle
Razork,LEC Spring Season 2023,67.0,5.4,143.0,83.0,56.0,0.0,316.8,14.0,0.29,1,0.0,1.48,0.34,0.26,0.35,LEC 2023 Spring Season,Jungle
Razork,LEC Winter 2023,67.0,1.7,-283.0,135.0,11.0,22.0,458.2,20.0,0.24,0,0.0,1.62,0.25,0.22,0.4,LEC 2023 Winter Groups,Jungle
Razork,Worlds 2022,67.0,3.5,-342.0,14.0,17.0,17.0,328.3,16.0,0.22,0,0.0,1.45,0.32,0.3,0.39,Worlds 2022 Play-In,Jungle
Razork,World Championship Play-In 2022,60.0,8.6,-250.0,121.0,20.0,20.0,400.8,17.0,0.33,1,0.0,1.99,0.65,0.33,0.57,Worlds 2022 Play-In,Jungle
Razork,LEC Summer Playoffs 2022,75.0,8.3,270.0,293.0,50.0,0.0,313.4,13.0,0.31,2,0.0,1.48,0.41,0.38,0.38,LEC 2022 Summer Playoffs,Jungle
Razork,LEC Summer 2022,53.0,-0.6,46.0,13.0,47.0,11.0,312.1,14.0,0.23,3,0.0,1.65,0.39,0.34,0.45,LEC 2022 Summer,Jungle
Razork,LEC Spring Playoffs 2022,83.0,12.0,-116.0,400.0,17.0,8.0,334.4,17.0,0.28,1,0.0,1.49,0.45,0.3,0.37,LEC 2022 Spring,Jungle
Razork,LEC Spring 2022,61.0,5.7,141.0,61.0,17.0,11.0,359.4,18.0,0.34,4,0.0,1.42,0.37,0.34,0.35,LEC 2022 Spring,Jungle
Razork,LEC Summer Playoffs 2021,50.0,4.8,-202.0,81.0,0.0,20.0,353.9,18.0,0.26,1,0.0,1.43,0.43,0.34,0.36,LEC 2021 Summer Playoffs,Jungle
Razork,LEC Summer 2021,44.0,-0.7,202.0,53.0,56.0,11.0,396.7,21.0,0.35,5,0.0,1.53,0.48,0.36,0.42,LEC 2021 Summer,Jungle
Razork,LEC Spring 2021,78.0,5.3,287.0,244.0,39.0,6.0,432.0,21.0,0.31,3,0.0,1.44,0.42,0.26,0.34,LEC 2021 Spring,Jungle
Razork,LEC Summer 2020,61.0,7.2,83.0,104.0,28.0,11.0,245.1,14.0,0.21,2,0.0,1.55,0.48,0.37,0.36,LEC 2020 Summer,Jungle
Razork,LEC Spring Playoffs 2020,50.0,2.8,-39.0,21.0,50.0,0.0,194.4,11.0,0.21,0,0.0,1.61,0.57,0.35,0.47,LEC 2020 Spring Playoffs,Jungle
